Q95QA6	Q17573	1
Q95QA6	Q11103	1
Q95QA6	O16510	1
Q95QA6	Q17695	1
Q17732	Q95QA6	1
Q95QA6	O16393	1
Q18239	Q95QA6	1
Q18266	Q95QA6	1
Q93321	Q95QA6	1
Q95QA6	Q18437	1
Q09501	Q95QA6	1
Q95QA6	Q18776	1
O17763	Q95QA6	1
Q95QA6	O45351	1
Q95QA6	O44165	1
Q27285	Q95QA6	1
Q95QA6	Q18379	1
Q95QA6	gi:32567054	1
Q19872	Q95QA6	1
Q95QI3	Q95QA6	1
Q93635	Q95QA6	1
Q95QA6	O16370	1
O01700	Q95QA6	1
Q95QA6	Q19989	1
Q09560	Q95QA6	1
Q95QA6	Q20198	1
Q95QA6	O44490	1
Q20398	Q95QA6	1
Q95QA6	Q20695	1
Q93763	Q95QA6	1
Q95QA6	O01579	1
Q9XVW8	Q95QA6	1
Q95QA6	Q9U3E3	1
Q95QA6	Q8MQ18	1
Q95QA6	Q94247	1
Q95QA6	Q21036	1
Q95QA6	Q93831	1
Q95QA6	O01900	1
Q95QA6	Q9N5N7	1
Q9UAQ2	Q95QA6	1
Q95QA6	Q21127	1
Q95QA6	Q9TYY2	1
Q95QA6	Q21344	1
Q9XU77	Q95QA6	1
Q95QA6	Q95ZL4	1
Q21648	Q95QA6	1
Q95QA6	Q9TYX3	1
Q95QA6	O17267	1
gi:17508231	Q95QA6	1
Q95QA6	Q22227	1
Q95QA6	O18036	1
Q95ZK7	Q95QA6	1
Q95QA6	O01602	1
P91820	Q95QA6	1
Q95QA6	O61858	1
P91503	Q95QA6	1
Q22847	Q95QA6	1
Q9BIB7	Q95QA6	1
Q95QA6	Q23158	1
Q95QA6	174	1
Q95QA6	Q9N5A6	1
O02365	Q95QA6	1
Q95QA6	Q9N582	1
Q95QA6	Q965Q1	1
Q9NET8	Q95QA6	1
Q95QA6	Q9N3Z0	1
Q95QA6	Q9N4Z2	1
Q8ITV7	Q95QA6	1
Q95QA6	Q9XXR1	1
Q95QA6	Q9U252	1
Q9XWJ0	Q95QA6	1
Q9BKZ9	Q95QA6	1
O18250	Q95QA6	1
Q9BL41	Q95QA6	1
Q95QA6	Q8MXR2	1
Q95QA6	Q9N4B6	1
Q9U1S2	Q95QA6	1
Q95QA6	Q9BKS4	1
Q95QA6	Q23081	1
Q95QA6	gi:32564316	1
Q23419	Q95QA6	1
P34669	Q95QA6	1
O18302	Q95QA6	1
Q95QA6	Q23664	1
P41848	gi:17554366	1
Q19901	Q22620	1
Q22618	Q23129	1
O16785	Q9BI89	1
P91453	P91821	1
O45189	Q19018	1
Q21648	O45189	1
Q22030	O45189	1
Q9XUM8	O45189	1
Q22664	Q09417	1
Q22676	Q9XTT2	1
Q94126	Q22676	1
P50093	Q9GZG8	1
Q23332	Q9GZG8	1
O02323	gi:32566959	1
P91487	Q21746	1
O02043	P90994	1
Q18070	O02043	1
gi:13324910	O02043	1
O02043	Q22243	1
Q9N4A9	O02043	1
Q17400	O18118	1
O16511	O18118	1
Q21746	O18118	1
Q9UAY0	O18118	1
O18118	Q9NES7	1
Q17339	Q17698	1
Q17339	Q18089	1
Q17339	Q9N5V2	1
Q9TXY4	Q17339	1
Q17339	gi:17559072	1
Q17339	P98080	1
Q17339	Q9XUV5	1
gi:17542710	Q17339	1
Q17339	Q22264	1
Q9XTE8	Q17339	1
gi:17536521	Q21648	1
Q9XU07	Q93203	1
P91835	Q95QD9	1
P91835	Q9XUP8	1
Q23174	P91835	1
O16695	gi:25146151	1
P45962	O16695	1
Q9U1X6	O16695	1
Q21526	O02637	1
Q9XXA2	gi:25152916	1
Q9XXA2	Q20956	1
O01925	Q9XXA2	1
Q9XXA2	P41847	1
gi:32566959	Q9XXA2	1
Q965X6	Q9XXA2	1
gi:17554366	Q17635	1
Q17635	Q22618	1
Q17635	Q9GRY9	1
Q9XUB3	gi:29570505	1
Q965Q1	Q9XUB3	1
Q9XVG8	gi:17537127	1
Q23158	Q9XVF6	1
Q09218	Q23158	1
Q17718	Q23158	1
Q23158	Q17746	1
Q9GYR3	Q23158	1
Q23158	Q18241	1
Q23158	P34340	1
Q95NF0	Q23158	1
O45313	Q23158	1
Q19455	Q23158	1
Q23158	Q19465	1
Q95QJ7	Q23158	1
Q23158	Q22966	1
Q23158	O44509	1
Q23158	Q9XVW8	1
Q23158	Q20770	1
Q94241	Q23158	1
Q20979	Q23158	1
Q21015	Q23158	1
Q9UB29	Q23158	1
Q23158	Q9UAQ2	1
Q23158	Q95QD3	1
Q23158	P54406	1
P55853	Q23158	1
Q23158	Q95ZL4	1
Q23158	Q21529	1
Q23158	O61708	1
Q23158	Q23049	1
Q23158	O17272	1
Q23158	Q23158	1
